"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","ID","FullName","AthleteID"
"de veer","martijn","m","NED","23-26 Feb 2023","2023 Cottbus World Cup","qual","Cottbus, Germany","PH",54,4.1,6.933,NA,11.033,"martijn_de veer_NED","martijn de veer","martijn de veer_NED"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",97,5.3,7.233,NA,12.533,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",29,5.2,8.366,NA,13.566,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",53,5.5,8.2,NA,13.7,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",83,4.1,8.066,NA,12.166,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",48,4.7,8.5,NA,13.2,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",43,5.2,8.9,NA,14.1,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",25,5.3,8.433,NA,13.733,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","FX",9,5.2,9.133,NA,14.333,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","final","Munich, Germany","HB",6,4.9,8.266,NA,13.166,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",8,5.3,8.533,NA,13.833,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",12,5.3,8.033,NA,13.333,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",21,5.5,8.566,NA,14.066,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PB",17,5.5,8.266,NA,13.766,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","SR",43,4.7,8.5,NA,13.2,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","SR",23,4.7,8.166,NA,12.866,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",22,5.2,9.3,0.1,14.4,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"degouy","paul","m","FRA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","VT",9,5.2,9.133,NA,14.333,"paul_degouy_FRA","paul degouy","paul degouy_FRA"
"dejanovic","ivan","m","SRB","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",83,5,7.233,NA,12.233,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","HB",19,5,8,NA,13,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","27-30 Apr 2023","2023 Cairo World Cup","final","Cairo, Egypt","HB",8,4.8,7.3,NA,12.1,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","HB",8,5,8.366,NA,13.366,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",26,5,8.166,NA,13.166,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","25-28 May 2023","2023 Varna World Challenge Cup","final","Varna, Bulgaria","HB",5,5.1,8.3,0,13.4,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"dejanovic","ivan","m","SRB","25-28 May 2023","2023 Varna World Challenge Cup","qual","Varna, Bulgaria","HB",8,5.1,7.9,0,13,"ivan_dejanovic_SRB","ivan dejanovic","ivan dejanovic_SRB"
"delgado","natalia","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",13,4.5,6.9,NA,11.4,"natalia_delgado_PUR","natalia delgado","natalia delgado_PUR"
"delgado","natalia","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",33,4.5,5.65,NA,10.15,"natalia_delgado_PUR","natalia delgado","natalia delgado_PUR"
"delgado","natalia","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",29,2.9,6.85,NA,9.75,"natalia_delgado_PUR","natalia delgado","natalia delgado_PUR"
"delgado","natalia","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",35,3.2,8.3,1,10.5,"natalia_delgado_PUR","natalia delgado","natalia delgado_PUR"
"demarsico","lara","w","ARG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","BB",21,4.1,7.533,NA,11.633,"lara_demarsico_ARG","lara demarsico","lara demarsico_ARG"
"demarsico","lara","w","ARG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","FX",28,4.1,7.266,NA,11.366,"lara_demarsico_ARG","lara demarsico","lara demarsico_ARG"
"demarsico","lara","w","ARG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","UB",30,4.4,6.333,NA,10.733,"lara_demarsico_ARG","lara demarsico","lara demarsico_ARG"
"demarsico","lara","w","ARG","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China","VT",41,3.2,8.466,NA,11.66,"lara_demarsico_ARG","lara demarsico","lara demarsico_ARG"
"denommee","laurie","w","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",22,5.3,7.966,NA,13.266,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",48,4.9,7.966,NA,12.866,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",36,4.6,8.8,NA,13.4,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","BB",14,5,5.9,NA,10.9,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","BB",18,5.2,6.5,NA,11.7,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",2,5,8.15,NA,13.15,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",7,5,7.65,NA,12.65,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","UB",7,4.9,7.55,NA,12.45,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","UB",10,4.9,7.55,NA,12.45,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","VT",6,4.6,8.6,NA,13.2,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","m","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAqual","Birmingham, England","VT",NA,4.6,9.05,NA,13.65,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England","VT",2,4,8.9,NA,12.9,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"denommee","laurie","w","CAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","VT",2,4,8.9,NA,12.9,"laurie_denommee_CAN","laurie denommee","laurie denommee_CAN"
"derek","ana","w","CRO","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","BB",20,5.4,7.266,NA,12.666,"ana_derek_CRO","ana derek","ana derek_CRO"
"derek","ana","w","CRO","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",20,5.1,7.666,NA,12.766,"ana_derek_CRO","ana derek","ana derek_CRO"
"derwael","nina","w","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",29,5.4,7.166,NA,12.566,"nina_derwael_BEL","nina derwael","nina derwael_BEL"
"derwael","nina","w","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","UB",3,6.3,8.4,NA,14.7,"nina_derwael_BEL","nina derwael","nina derwael_BEL"
"derwael","nina","w","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",2,6.3,8.4,NA,14.7,"nina_derwael_BEL","nina derwael","nina derwael_BEL"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","FX",7,5.7,7.766,0.1,13.366,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",6,5.7,8.4,NA,14.1,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",29,5.3,7.833,NA,13.133,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",106,5,6.766,NA,11.766,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",74,5.1,7.2,NA,12.3,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",41,4.8,9.2,NA,14,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","FX",24,5.7,7.8,NA,13.5,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","HB",17,5.3,8.15,NA,13.45,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PB",24,5.4,8.3,NA,13.7,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","final","Stuttgart, Germany","PH",5,5.1,8.366,NA,13.466,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","PH",10,5.3,8.15,NA,13.45,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"desanges","lucas","m","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany","VT",23,4.8,9.2,NA,14,"lucas_desanges_FRA","lucas desanges","lucas desanges_FRA"
"devillard","coline","w","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",5,5.4,9.033,NA,14.433,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England","VT",3,5,8.933,0.1,13.833,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",3,5,9.166,NA,14.166,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","9-12 Mar 2023","2023 Baku World Cup","final","Baku, Azerbaijan","VT",1,5.4,8.933,NA,14.333,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","VT",7,5.4,7.533,0.3,12.633,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","9-12 Mar 2023","2023 Baku World Cup","final","Baku, Azerbaijan","VT",1,4.2,8.833,NA,13.033,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","VT",7,4.2,8.4,NA,12.6,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","BB",6,4.8,7.8,NA,12.6,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","BB",8,5,7.9,NA,12.9,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","VT",1,5.4,9,NA,14.4,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","VT",1,5.4,8.533,0.1,13.833,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","final","Doha, Qatar","VT",1,4.2,9,NA,13.2,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","VT",1,4.2,8.766,NA,12.966,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","BB",18,5.1,7.233,NA,12.333,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",1,5.4,8.966,NA,14.366,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","VT",1,4.2,9.1,NA,13.3,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"devillard","coline","w","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",1,4.2,9.166,NA,13.366,"coline_devillard_FRA","coline devillard","coline devillard_FRA"
"diallo","thierno","m","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",88,4.9,7.5,NA,12.4,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",24,6.1,8.266,NA,14.366,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",25,6,7.5,NA,13.5,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",46,4.6,8.4,NA,13,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",19,5.9,8.2,NA,14.1,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PB",15,5.9,7.933,NA,13.833,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",14,5.8,7.966,NA,13.766,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PH",10,5.7,7.933,NA,13.633,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PB",16,5.7,7.4,NA,13.1,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","PH",15,5.9,7.833,NA,13.733,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","1-4 Mar 2023","2023 Doha World Cup","qual","Doha, Qatar","SR",30,5,7.2,NA,12.2,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",20,5.6,7.6,NA,13.2,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",29,5.6,7.966,NA,13.566,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","HB",15,5.2,7.833,NA,13.033,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",36,5.2,7.8,NA,13,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PB",7,5.9,8.133,NA,14.033,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","PB",3,6.4,8.333,NA,14.733,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",5,6.4,8.3,NA,14.7,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PH",8,5.9,7.3,NA,13.2,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",32,5.6,7.6,NA,13.2,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",73,4.7,8.2,NA,12.9,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","SR",20,4.9,7.933,NA,12.833,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",17,4.8,8.8,NA,13.6,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diallo","thierno","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",59,4.8,9,NA,13.8,"thierno_diallo_ESP","thierno diallo","thierno diallo_ESP"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","BB",14,4.4,6.5,NA,10.9,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",21,4.5,6.1,NA,10.6,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",7,4.5,7.6,NA,12.1,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","final","San Salvador, El Salvador","FX",8,4.5,7.5,0.3,11.7,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",10,4.6,7.45,NA,12.05,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","UB",12,4.2,7.25,NA,11.45,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",18,4.3,7.05,NA,11.35,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT",15,3.6,8.3,NA,11.9,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","karelys","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",8,4.2,8.65,NA,12.85,"karelys_diaz_PUR","karelys diaz","karelys diaz_PUR"
"diaz","nicole","w","PUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","BB",131,4.9,5.266,0.1,10.066,"nicole_diaz_PUR","nicole diaz","nicole diaz_PUR"
"diaz","nicole","w","PUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",106,4.4,7.433,NA,11.833,"nicole_diaz_PUR","nicole diaz","nicole diaz_PUR"
"diaz","nicole","w","PUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","UB",120,3.9,6.866,NA,10.766,"nicole_diaz_PUR","nicole diaz","nicole diaz_PUR"
"diaz","nicole","w","PUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",107,4.2,8.3,0.1,12.4,"nicole_diaz_PUR","nicole diaz","nicole diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","BB",18,4.4,6.1,NA,10.5,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","final","San Salvador, El Salvador","BB",4,4.4,7,NA,11.4,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","BB",6,4.4,7.45,NA,11.85,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","FX",12,4.3,6.85,NA,11.15,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","FX",24,4.2,7.05,NA,11.25,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","UB",11,4.4,7.25,NA,11.65,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","final","San Salvador, El Salvador","UB",6,4.4,7.65,NA,12.05,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","UB",9,4.4,7.95,NA,12.35,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador","VT",16,4.2,7.65,NA,11.85,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"diaz","stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador","VT",19,4.2,8.35,NA,12.55,"stella_diaz_PUR","stella diaz","stella diaz_PUR"
"dick","ethan","m","NZL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","FX",16,5.1,6.45,0.1,11.45,"ethan_dick_NZL","ethan dick","ethan dick_NZL"
"dick","ethan","m","NZL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England","FX",20,4.9,7.5,NA,12.4,"ethan_dick_NZL","ethan dick","ethan dick_NZL"
"dick","ethan","m","NZL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England","HB",12,4.2,8.2,NA,12.4,"ethan_dick_NZL","ethan dick","ethan dick_NZL"
